54,0
55,0
130,0
130,0
58,0
59,0
75,0
61,0
130,0
81,0
91,0
16,0
20,0
130,0
130,0
130,0
91,0
71,0
44,0
55,0
131,0
130,0
101,0
55,0
103,0
104,0
99,0
106,0
107,0
108,0
109,0
111,0
111,0
112,0
113,0
114,0
77,0
115,0
130,0
132,0
119,0
120,0
53,0
63,0
36,0
130,0
29,0
91,0
45,0
1,0
132,0
77,0
92,0
77,0
127,0
7,0
28,0
28,0
45,0
11,0
130,0
13,0
98,0
62,0
77,0
98,0
18,0
91,0
75,0
130,0
22,0
77,0
77,0
130,0
115,0
130,0
28,0
29,0
130,0
18,0
33,0
33,0
1,0
14,0
36,0
67,0
36,0
0,0
31,0
130,0
77,0
98,0
130,0
45,0
130,0
33,0
28,0
92,0
134,0
92,0
52,0
46,0
92,0
130,0
30,0
77,0
58,0
89,0
75,0
75,0
62,0
63,0
0,0
81,0
130,0
67,0
62,0
91,0
77,0
71,0
130,0
106,0
130,0
130,0
101,0
93,0
103,0
104,0
105,0
107,0
107,0
0,0
103,0
55,0
67,0
112,0
113,0
114,0
31,0
130,0
130,0
130,0
119,0
120,0
94,0
46,0
134,0
81,0
109,0
130,0
77,0
77,0
137,0
97,0
135,0
77,0
141,0
97,0
130,0
18,0
93,0
77,0
97,0
151,0
130,0
130,0
130,0
77,0
92,0
5,0
6,0
7,0
28,0
33,0
130,0
11,0
130,0
130,0
93,0
81,0
36,0
31,0
18,0
132,0
20,0
130,0
22,0
8,0
77,0
28,0
130,0
0,0
28,0
130,0
130,0
130,0
130,0
130,0
93,0
14,0
77,0
77,0
130,0
130,0
77,0
39,0
130,0
31,0
130,0
77,0
46,0
18,0
28,0
52,0
6,0
92,0
77,0
53,0
54,0
55,0
130,0
57,0
58,0
75,0
75,0
75,0
130,0
81,0
31,0
77,0
130,0
146,0
81,0
130,0
146,0
95,0
132,0
107,0
99,0
100,0
101,0
146,0
103,0
104,0
113,0
106,0
107,0
108,0
32,0
55,0
111,0
112,0
113,0
114,0
115,0
115,0
130,0
130,0
119,0
120,0
92,0
46,0
134,0
130,0
77,0
134,0
132,0
130,0
91,0
77,0
82,0
86,0
46,0
94,0
76,0
130,0
130,0
78,0
28,0
130,0
74,0
75,0
76,0
130,0
78,0
130,0
96,0
81,0
82,0
82,0
95,0
81,0
146,0
95,0
88,0
97,0
90,0
132,0
92,0
93,0
94,0
130,0
96,0
94,0
98,0
130,0
77,0
77,0
133,0
92,0
83,0
130,0
148,0
41,0
81,0
37,0
81,0
92,0
5,0
54,0
130,0
8,0
10,0
10,0
11,0
12,0
14,0
14,0
16,0
16,0
81,0
93,0
77,0
20,0
77,0
75,0
23,0
40,0
130,0
57,0
48,0
28,0
4,0
30,0
31,0
77,0
33,0
0,0
90,0
36,0
2,0
40,0
31,0
40,0
115,0
42,0
41,0
80,0
36,0
93,0
47,0
48,0
49,0
92,0
81,0
81,0
134,0
92,0
73,0
77,0
57,0
58,0
75,0
75,0
61,0
62,0
81,0
130,0
31,0
20,0
70,0
68,0
136,0
70,0
81,0
72,0
99,0
99,0
96,0
101,0
132,0
58,0
104,0
77,0
106,0
107,0
77,0
109,0
55,0
130,0
112,0
98,0
114,0
77,0
115,0
77,0
77,0
119,0
120,0
92,0
92,0
92,0
53,0
36,0
101,0
135,0
129,0
137,0
136,0
61,0
73,0
90,0
75,0
97,0
143,0
15,0
14,0
115,0
28,0
86,0
98,0
98,0
130,0
77,0
92,0
130,0
94,0
130,0
33,0
10,0
25,0
130,0
56,0
33,0
14,0
130,0
16,0
77,0
130,0
77,0
61,0
77,0
22,0
22,0
130,0
130,0
130,0
130,0
28,0
29,0
30,0
0,0
130,0
33,0
130,0
31,0
130,0
130,0
31,0
130,0
130,0
38,0
42,0
118,0
130,0
130,0
92,0
130,0
28,0
4,0
75,0
134,0
134,0
130,0
92,0
130,0
130,0
130,0
130,0
22,0
61,0
75,0
98,0
81,0
130,0
63,0
130,0
0,0
130,0
77,0
130,0
81,0
77,0
93,0
99,0
100,0
101,0
93,0
77,0
93,0
77,0
106,0
107,0
108,0
133,0
58,0
101,0
112,0
113,0
114,0
115,0
77,0
130,0
118,0
119,0
120,0
134,0
130,0
123,0
130,0
127,0
92,0
77,0
87,0
75,0
86,0
77,0
78,0
130,0
80,0
146,0
82,0
87,0
84,0
84,0
87,0
87,0
88,0
133,0
90,0
93,0
92,0
78,0
92,0
95,0
96,0
75,0
98,0
130,0
131,0
132,0
133,0
94,0
135,0
146,0
148,0
96,0
82,0
95,0
81,0
49,0
95,0
81,0
7,0
82,0
96,0
91,0
11,0
96,0
130,0
82,0
95,0
81,0
4,0
130,0
148,0
81,0
85,0
77,0
77,0
81,0
77,0
87,0
81,0
130,0
81,0
95,0
77,0
57,0
130,0
93,0
81,0
81,0
81,0
77,0
31,0
132,0
146,0
132,0
95,0
130,0
130,0
134,0
81,0
81,0
50,0
95,0
81,0
95,0
92,0
92,0
93,0
130,0
81,0
85,0
95,0
95,0
95,0
95,0
81,0
95,0
95,0
81,0
81,0
77,0
130,0
95,0
81,0
77,0
76,0
77,0
101,0
93,0
76,0
99,0
106,0
106,0
76,0
95,0
77,0
73,0
73,0
87,0
98,0
114,0
146,0
146,0
91,0
81,0
112,0
113,0
51,0
124,0
130,0
77,0
134,0
75,0
80,0
130,0
75,0
89,0
74,0
93,0
81,0
130,0
81,0
81,0
95,0
1,0
77,0
95,0
49,0
146,0
6,0
92,0
130,0
28,0
25,0
146,0
130,0
130,0
81,0
18,0
80,0
77,0
77,0
19,0
61,0
77,0
22,0
23,0
77,0
130,0
78,0
27,0
77,0
130,0
130,0
31,0
130,0
33,0
130,0
81,0
130,0
0,0
38,0
130,0
130,0
130,0
130,0
43,0
130,0
130,0
130,0
18,0
130,0
92,0
77,0
95,0
77,0
134,0
92,0
93,0
130,0
57,0
130,0
130,0
75,0
75,0
0,0
63,0
130,0
95,0
75,0
68,0
95,0
81,0
77,0
81,0
108,0
55,0
99,0
100,0
91,0
102,0
77,0
104,0
105,0
106,0
107,0
108,0
132,0
93,0
111,0
112,0
130,0
130,0
78,0
115,0
78,0
132,0
119,0
120,0
77,0
94,0
134,0
77,0
135,0
127,0
77,0
81,0
137,0
77,0
111,0
130,0
75,0
71,0
143,0
33,0
81,0
77,0
41,0
134,0
0,0
44,0
31,0
77,0
92,0
77,0
6,0
7,0
8,0
33,0
130,0
130,0
130,0
93,0
93,0
91,0
93,0
132,0
18,0
77,0
130,0
77,0
130,0
28,0
130,0
130,0
115,0
45,0
33,0
130,0
30,0
77,0
77,0
77,0
146,0
130,0
130,0
146,0
146,0
146,0
77,0
95,0
42,0
77,0
28,0
130,0
46,0
130,0
28,0
92,0
92,0
92,0
92,0
92,0
92,0
95,0
108,0
130,0
58,0
89,0
75,0
75,0
68,0
130,0
130,0
146,0
130,0
146,0
146,0
130,0
0,0
134,0
132,0
55,0
131,0
93,0
101,0
130,0
36,0
104,0
120,0
106,0
107,0
108,0
109,0
110,0
111,0
93,0
130,0
114,0
77,0
115,0
77,0
118,0
112,0
120,0
92,0
134,0
134,0
146,0
76,0
130,0
132,0
94,0
134,0
98,0
132,0
146,0
46,0
94,0
143,0
130,0
130,0
77,0
132,0
151,0
0,0
28,0
130,0
95,0
50,0
130,0
6,0
81,0
8,0
10,0
68,0
11,0
12,0
144,0
81,0
93,0
16,0
91,0
132,0
113,0
75,0
61,0
7,0
40,0
77,0
130,0
130,0
8,0
92,0
93,0
132,0
8,0
33,0
34,0
77,0
77,0
91,0
77,0
39,0
118,0
77,0
77,0
77,0
77,0
28,0
130,0
18,0
77,0
92,0
95,0
29,0
54,0
54,0
54,0
55,0
56,0
57,0
130,0
130,0
75,0
130,0
130,0
130,0
81,0
146,0
130,0
67,0
96,0
130,0
130,0
132,0
132,0
130,0
76,0
130,0
101,0
132,0
146,0
78,0
105,0
107,0
107,0
130,0
109,0
55,0
130,0
112,0
120,0
114,0
90,0
90,0
117,0
118,0
119,0
120,0
81,0
89,0
132,0
134,0
8,0
98,0
130,0
135,0
94,0
137,0
81,0
130,0
98,0
76,0
130,0
130,0
144,0
81,0
90,0
77,0
136,0
78,0
75,0
87,0
130,0
78,0
97,0
135,0
77,0
98,0
135,0
85,0
130,0
95,0
74,0
88,0
89,0
98,0
132,0
134,0
95,0
77,0
130,0
96,0
97,0
98,0
130,0
93,0
146,0
132,0
92,0
